#separator:tab
#html:true
#guid column:1
#notetype column:2
#tags column:15
Ays@fT~FR^	Universal German word template	dürfen	мочь, иметь разрешение, иметь право, быть разрешённым	"<ul><li><b class=""spoiler"">ich darf schlafen</b>&nbsp;- я могу спать<br></li><li><strong class=""spoiler"">du darfst schlafen</strong> - Ты можешь спать.</li><li><strong class=""spoiler"">er darf schlafen</strong> - Он может спать.</li><li><strong class=""spoiler"">sie darf schlafen</strong> - Она может спать.</li><li><strong class=""spoiler"">wir dürfen schlafen</strong> - Мы можем спать.</li><li><strong class=""spoiler"">ihr dürft schlafen</strong> - Вы можете спать (обращение к нескольким людям).</li><li><strong class=""spoiler"">sie/Sie dürfen schlafen</strong> - Они могут спать / Вы можете спать (вежливая форма обращения).</li></ul><div>Отличие <b class=""spoiler"">dürfen</b> от <b class=""spoiler"">können</b>:</div><div><ol><li><div><strong class=""spoiler"">Dürfen</strong> обычно переводится как ""мочь"" в смысле разрешения или права на что-либо. Этот глагол используется для выражения разрешения или возможности совершения действия в соответствии с правилами, законами или согласием другого лица. Например, ""Ich darf hier parken"" означает ""Я могу здесь парковаться"" в смысле, что у вас есть разрешение на парковку в этом месте.</div></li><li><div><strong class=""spoiler"">Können</strong> переводится как ""мочь"" или ""уметь"" в смысле способности, умения или физической возможности. Этот глагол используется для обозначения способности сделать что-то или возможности совершения действия. Например, ""Ich kann schwimmen"" переводится как ""Я умею плавать"" или ""Я могу плавать"", подразумевая, что у человека есть физическая способность к плаванию.</div></li></ol></div>"						Sie dürfen hier nicht rauchen.		Darf ich Sie zu einem Kaffee einladen?		Es darf nicht mehr als 15 Euro kosten.		A1 chatgpt
FwE0h@SUB	Universal German word template	da	<ul><li>здесь, тут</li><li>там</li><li>тогда</li><li>потому</li></ul>	"<div><b>Здесь/тут/там:</b></div><div><ul><li><strong class=""spoiler"">Hier</strong>&nbsp;(здесь) — используется для обозначения места, близкого к говорящему. Это слово подчеркивает, что что-то или кто-то находится в непосредственной близости от говорящего.</li><li><div><strong class=""spoiler"">Dort</strong>&nbsp;(там) — указывает на место, которое находится далеко от говорящего и от слушающего. Это слово используется для обозначения мест, которые находятся на значительном расстоянии.</div></li><li><div><strong class=""spoiler"">Da</strong>&nbsp;(там, здесь) — более универсальное слово и может означать как близость, так и отдаленность. Оно часто используется в контекстах, где точное положение известно из ситуации или ранее упомянуто. Также&nbsp;<strong>da</strong>&nbsp;может комбинироваться с предлогами для формирования сложных наречий, например&nbsp;<strong>dahin</strong>&nbsp;(туда) или&nbsp;<strong>daher</strong>&nbsp;(оттуда).</div></li></ul></div><div><b>Потому:</b></div><ul><li><strong class=""spoiler"">Da</strong>&nbsp;— это союз для выражения причины, он чаще используется в начале предложения или когда причина является более очевидной или уже известной слушающему:<ul><li><strong>Da</strong>&nbsp;ich müde bin, gehe ich jetzt. (Так как я устал, я иду сейчас.)</li></ul></li><li><strong class=""spoiler"">Denn</strong>&nbsp;— это союз, который используется для введения причины или обоснования и переводится как ""потому что"". Особенностью&nbsp;<strong>denn</strong>&nbsp;является то, что он не вызывает изменения порядка слов в предложении, следующем за ним. Например:<br></li><ul><li>Ich gehe jetzt,&nbsp;<strong>denn</strong>&nbsp;ich bin müde. (Я иду сейчас, потому что я устал.)</li></ul><li><div><strong class=""spoiler"">Weil</strong>&nbsp;— также союз, указывающий на причину или обоснование, и он также переводится как ""потому что"". В отличие от&nbsp;<strong>denn</strong>,&nbsp;<strong>weil</strong>&nbsp;требует, чтобы глагол в следующем за ним придаточном предложении стоял в конце:</div><ul><li>Ich gehe jetzt,&nbsp;<strong>weil</strong>&nbsp;ich müde bin. (Я иду сейчас, потому что я устал.)</li></ul></li><li><strong class=""spoiler"">Obwohl</strong>&nbsp;— это союз, который вводит противопоставление или противоречие, и переводится как ""хотя"" или ""несмотря на то что"". Подобно&nbsp;<strong>weil</strong>, он требует, чтобы глагол в придаточном предложении находился в конце:<ul><li>Ich gehe jetzt,&nbsp;<strong>obwohl</strong>&nbsp;ich nicht müde bin. (Я иду сейчас, хотя я не устал.)</li></ul></li></ul>"						Da hinten ist er ja.		Da ist ein Stuhl.	Там стул.	Ich nehme das da.		A1 chatgpt
OHwePc[R:@	Universal German word template	dreizehn	тринадцать													A1
x5yS.KN=L[	Universal German word template	davon	На это, об этом							Ich habe von dem Unfall in den Nachrichten gehört, aber ich weiß nicht die genauen Details davon.	Я слышал о несчастном случае в новостях, но не знаю подробностей об этом.	Ich habe viele Ideen für das Projekt, aber ich bin mir noch nicht sicher, wie viele davon umsetzbar sind.	У меня много идей для проекта, но я пока не уверен, как много из них можно реализовать.			chatgpt
yhAiL7MiIV	Universal German word template	denn	потому что	"<ul><li><div><strong class=""spoiler"">Denn</strong>&nbsp;— это союз, который используется для введения причины или обоснования и переводится как ""потому что"". Особенностью&nbsp;<strong>denn</strong>&nbsp;является то, что он не вызывает изменения порядка слов в предложении, следующем за ним. Например:</div><ul><li>Ich gehe jetzt,&nbsp;<strong>denn</strong>&nbsp;ich bin müde. (Я иду сейчас, потому что я устал.)</li></ul></li><li><div><strong class=""spoiler"">Weil</strong>&nbsp;— также союз, указывающий на причину или обоснование, и он также переводится как ""потому что"". В отличие от&nbsp;<strong>denn</strong>,&nbsp;<strong>weil</strong>&nbsp;требует, чтобы глагол в следующем за ним придаточном предложении стоял в конце:</div><ul><li>Ich gehe jetzt,&nbsp;<strong>weil</strong>&nbsp;ich müde bin. (Я иду сейчас, потому что я устал.)</li></ul></li><li><div><strong class=""spoiler"">Da</strong>&nbsp;— ещё один союз для выражения причины, но он чаще используется в начале предложения или когда причина является более очевидной или уже известной слушающему:</div><ul><li><strong>Da</strong>&nbsp;ich müde bin, gehe ich jetzt. (Так как я устал, я иду сейчас.)</li></ul></li><li><div><strong class=""spoiler"">Obwohl</strong>&nbsp;— это союз, который вводит противопоставление или противоречие, и переводится как ""хотя"" или ""несмотря на то что"". Подобно&nbsp;<strong>weil</strong>, он требует, чтобы глагол в придаточном предложении находился в конце:</div><ul><li>Ich gehe jetzt,&nbsp;<strong>obwohl</strong>&nbsp;ich nicht müde bin. (Я иду сейчас, хотя я не устал.)</li></ul></li></ul>"						Ich kann nicht kommen, denn ich bin krank.	Я не могу прийти, потому что я болен.	Ich bin müde, denn ich habe wenig geschlafen.	Я устал, потому что я мало спал.	Er isst nicht, denn er hat keinen Hunger.	Он не ест, потому что он не голоден.	A1 chatgpt
Afzb5Gb-d+	Universal German word template	drohen	угрожать, грозить				droht	haben gedroht	drohte	Sie drohen mit Streiks, wenn ihre Forderungen nicht erfüllt werden.	Они угрожают забастовками, если их требования не будут выполнены.	Dem Unternehmen drohen hohe Verluste.	Компании угрожают большие убытки.			chatgpt
r`Udd_-oRq	Universal German word template	Ding	Вещь, предмет, дело.	"<ul><li><div><strong class=""spoiler"">Zeug</strong>&nbsp;— это слово часто используется для обозначения вещей в общем и неопределенном смысле, особенно когда речь идет о различных предметах или инструментах. Также&nbsp;<strong>Zeug</strong>&nbsp;может использоваться в составе словосочетаний, описывающих материалы или оборудование, например,&nbsp;<strong>Werkzeug</strong>&nbsp;(инструмент),&nbsp;<strong>Spielzeug</strong>(игрушка).</div></li><li><div><strong class=""spoiler"">Sache</strong>&nbsp;— слово, обозначающее дело, предмет или вопрос в более абстрактном смысле. Оно может относиться к конкретному объекту или же к абстрактной концепции или идее. Например, в фразе ""Das ist eine heikle Sache"" (Это деликатный вопрос).</div></li><li><div><strong class=""spoiler"">Ding</strong>&nbsp;— более универсальное слово для обозначения объекта или предмета. Это может быть что угодно от физического объекта до абстрактной идеи, и оно имеет широкий диапазон использования. В отличие от&nbsp;<strong>Sache</strong>,&nbsp;<strong>Ding</strong>&nbsp;чаще используется для указания на физические объекты.</div></li></ul>"	das	Dinge, Dinger				Das ist nicht dein Ding.	Это не твоё дело.	Ich habe so viele Dinge zu erledigen.	У меня так много дел, которые нужно сделать.			chatgpt
E36}}W>X{?	Universal German word template	Diener	<ul><li>слуга, прислужник</li><li>ассистент, лаборант</li></ul>		der	Diener				Mein Großvater war einst ein Diener in einem großen Herrenhaus.	Мой дед когда-то был слугой в большом поместье.					chatgpt Marked
xo6,&gc[Uz	Universal German word template	dankbar	благодарный	"<ul><li><strong class=""spoiler"">für (A)</strong> - означает ""за"", выражает благодарность за что-либо. Пример: Ich bin dir für deine Hilfe sehr dankbar. - Я очень благодарен тебе за твою помощь.</li><li><strong class=""spoiler"">über (A)</strong> - означает ""за"", выражает благодарность за событие или действие. Пример: Sie ist sehr dankbar über das Geschenk. - Она очень благодарна за подарок.</li></ul>"						Ich bin dir sehr dankbar für deine Hilfe.	Я очень благодарен тебе за твою помощь.	Wir sollten für das, was wir haben, dankbar sein.	Мы должны быть благодарны за то, что у нас есть.			chatgpt
mM{YAB:A+`	Universal German word template	durchführen	провести, выполнить, осуществить	Syn: ausführen, vornehmen, führen, vollziehen			führt durch	haben durchgeführt	führte durch	Damit wir uns richtig verstehen, ich werde diese Mission durchführen.	Давайте начистоту, я выполню эту миссию.	Wir können die Prozedur ohne Risiko für andere durchführen.	Мы можем проводить процедуру без риска для окружающих.			
N(8JSFat[N	Universal German word template	dagegen	против этого, в сравнении							Niemand kann etwas dagegen tun, es liegt außerhalb unserer Kontrolle.	Никто ничего не может сделать против этого, это вне нашего контроля.	Er ist für eine Erhöhung der Steuern, aber ich bin dagegen.	Он за повышение налогов, но я против.			chatgpt
m^vOAe/:Tj	Universal German word template	Verband	<ul><li>бандаж, бинт, повязка</li><li>ассоциация, союз, объединение</li><li>связка, пакет, комплект</li></ul>		der	Verbände				Er legte einen sterilen Verband an die Wunde.	Он наложил стерильную повязку на рану.	Der Verband hat die neuen Regeln für die Liga bekanntgegeben.	Ассоциация объявила новые правила для лиги.			chatgpt
y<7.Y;mn2|	Universal German word template	vierzig	сорок													A1
p*;6Wdy|L@	Universal German word template	Verachtung	презрение							Sein Blick war voller Verachtung.	Его взгляд был полон презрения.	Die Verachtung in ihrer Stimme war kaum zu überhören.	Презрение в ее голосе было трудно не заметить.			chatgpt
P(hyw7}klK	Universal German word template	verständnisvoll	понимающий, сочувствующий							Sie blickte ihn verständnisvoll an, als er von seinem schweren Tag erzählte.	Она смотрела на него с пониманием, когда он рассказывал о своем тяжелом дне.					chatgpt
fhD}v,CB5f	Universal German word template	Vertrag	договор		der	Verträge				Der Vertrag wurde unterschrieben.	Договор был подписан.	Im Vertrag steht, dass die Zahlung monatlich erfolgen muss.	В договоре указано, что платеж должен производиться ежемесячно.			chatgpt
F[6M6Ipdj;	Universal German word template	viel	много							Hier regnet es viel.	Здесь много идет дождь.	Ich habe viel Zeit.	У меня много времени.	Er trinkt viel Wasser.	Он пьет много воды.	A1 chatgpt
eKp,ytx(]4	Universal German word template	verletzt	травмированный, раненый, пострадавший, пострадавший	Syn: verstoßen, verwundet, geschadet, gebrochen						Ich muss ihn auch verletzt haben.	Наверное, я тоже причинила ему боль.	Ich weiß, dass mindestens eine Person verletzt ist.	Я знаю, что по крайней мере один человек ранен.			
FCDM~}xm_B	Universal German word template	Vertreter	представитель		der	Vertreter				Ich war krank, deshalb kam ein Vertreter für mich zum Meeting.	Я был болен, поэтому на встречу пришёл мой заместитель.	Der Vertreter spricht auf der Konferenz.	Представитель выступает на конференции.			chatgpt
qaaP60U1m8	Universal German word template	verzeihen	прощать	"Глагол <strong class=""spoiler"">verzeihen</strong> в немецком языке обычно употребляется с дательным падежом. Это значит, что если в предложении есть объект, которому прощают, этот объект будет в дательном падеже. Например, в предложении ""Ich verzeihe dir"" (Я прощаю тебе), слово ""dir"" стоит в дательном падеже."			verzeiht	haben  verziehen	verzieh	Es war ein Fehler, aber ich hoffe, du kannst mir verzeihen.	Это была ошибка, но я надеюсь, ты можешь меня простить.	Sie hat ihm verziehen und eine zweite Chance gegeben.	Она простила его и дала ему второй шанс.	Ich kann dir verzeihen und wir können von vorne anfangen.	Я могу простить тебя и мы можем начать сначала.	B2 chatgpt unregelmäßige_Verben unregelmäßige_Verben::B2 Verben
b~hc+jrt_H	Universal German word template	verbringen	проводить, тратить	"<ul><li><div><strong class=""spoiler"">Verbringen</strong>&nbsp;означает ""проводить время"" или ""провести время где-то"". Это слово используется, когда речь идет о том, как кто-то проводит время в определенном месте или ситуации. Например: ""Ich verbringe meine Ferien am Meer"" (Я провожу свои каникулы на море).</div></li><li><div><strong class=""spoiler"">Verschwenden</strong>&nbsp;переводится как ""тратить впустую"", ""растрачивать"". Это слово используется, когда речь идет о неэффективном или нецелесообразном использовании ресурсов, таких как время, деньги или энергия. Например: ""Er verschwendet seine Zeit mit sinnlosen Aktivitäten"" (Он тратит своё время на бессмысленные занятия).</div></li><li><div><strong class=""spoiler"">Vertreiben</strong>&nbsp;имеет несколько значений, в том числе ""прогонять"", ""изгонять"", а также ""проводить время, отвлекаясь"". В контексте времени это слово часто используется для описания действий, направленных на то, чтобы скоротать время или отвлечься. Например: ""Wir vertreiben uns die Zeit mit Kartenspielen"" (Мы коротаем время, играя в карточные игры).</div></li></ul>"			verbringt	haben verbracht	verbrachte	Ich möchte den Sommer am Meer verbringen.	Я хочу провести лето у моря.	Wir haben den ganzen Nachmittag im Park verbracht.	Мы провели весь день в парке.	Er verbrachte seine Ferien bei seinen Großeltern.	Он провел свои каникулы у своих бабушки и дедушки.	chatgpt
"u#qwG!@OmY"	Universal German word template	Vorbild	пример, образец, образец для подражания		das	Vorbilder				Sophie ist ein Vorbild für die anderen Schüler, sie beteiligt sich immer aktiv am	Софи является примером для других учеников, она всегда принимает активное участие в уроках.					
"o!#.6!NR13"	Universal German word template	Vortrag	"<ul><li>доклад</li><li>лекция</li>
</ul>"	Syn: die Rede, die Ansprache, die Darstellung, das Referat, die Vorlesung	der	Vorträge				Ihr Vortrag war sehr interessant.	Ваша лекция была очень интересной.					
"Ay[rdF`Y#x"	Universal German word template	von	(предлог) от, из							Das Auto von Felix ist kaputt.&nbsp;	Машина Феликса сломана.	Er kommt gerade von zu Hause.	Он только что пришел из дома.	Das ist das Buch von Maria.	Это книга Марии.	A1 chatgpt
yr8o4yX9oF	Universal German word template	vorlegen	предъявлять, представлять, подавать, показывать				legt vor	haben vorgelegt	legte vor	Bitte legen Sie Ihre Ausweise vor.	Пожалуйста, предъявите ваши удостоверения.	Der Angeklagte muss Beweise für seine Unschuld vorlegen.	Подсудимый должен предъявить доказательства своей невиновности.			chatgpt
kH=E`hJ]Cd	Universal German word template	versuchen	пытаться, пробовать	"<ul><li><b class=""spoiler"">versuchen</b>: Это общее слово, используемое для описания попытки что-либо сделать. Оно не фокусируется на методе или процессе, а скорее на самой попытке. Пример: “Ich werde es versuchen” (“Я попробую это сделать”).</li><li><b class=""spoiler"">probieren</b>: Этот термин часто используется в контексте пробования еды или напитков, но может использоваться и более широко. Он скорее фокусируется на опыте. Пример: “Darf ich das probieren?” (“Могу я это попробовать?”).</li><li><b class=""spoiler"">testen</b>: Это слово обычно используется в научных или формальных контекстах и означает “тестировать” или “проверять”. Пример: “Wir müssen das System testen” (“Нам нужно протестировать систему”).</li><li><b class=""spoiler"">ausprobieren</b>: Это слово подразумевает идею испытания чего-то нового или различных методов. Оно часто используется, когда речь идет о тестировании или опробовании чего-то в первый раз. Пример: “Ich möchte dieses neue Rezept ausprobieren” (“Я хочу попробовать этот новый рецепт”).</li></ul>"						Ich werde versuchen, pünktlich zum Treffen zu kommen.	Я постараюсь прийти вовремя на встречу.	Wir sollten verschiedene Lösungsansätze versuchen, um das Problem zu lösen.	Мы должны попробовать разные подходы к решению проблемы.			chatgpt
i`r+:a}0^c	Universal German word template	vermieten	сдавать в аренду, сдавать в наём				vermietet	haben vermietet	vermietete	Die Wohnung ist schon vermietet.	Квартира уже сдана в аренду.	Kann man hier ein Auto vermieten?	Можно здесь арендовать автомобиль?			A1 chatgpt
JaO:Yvp%mV	Universal German word template	Vermittler	посредник, агент		der	Vermittler				Ein guter Vermittler hilft beiden Seiten, eine faire Lösung zu finden.	Хороший посредник помогает обеим сторонам найти справедливое решение.					chatgpt
w:Up|LW(P;	Universal German word template	vierzehn	четырнадцать													A1
jDgaQ20TBx	Universal German word template	verschwenden	тратить впустую	"<ul><li><div><strong class=""spoiler"">Verbringen</strong>&nbsp;означает ""проводить время"" или ""провести время где-то"". Это слово используется, когда речь идет о том, как кто-то проводит время в определенном месте или ситуации. Например: ""Ich verbringe meine Ferien am Meer"" (Я провожу свои каникулы на море).</div></li><li><div><strong class=""spoiler"">Verschwenden</strong>&nbsp;переводится как ""тратить впустую"", ""растрачивать"". Это слово используется, когда речь идет о неэффективном или нецелесообразном использовании ресурсов, таких как время, деньги или энергия. Например: ""Er verschwendet seine Zeit mit sinnlosen Aktivitäten"" (Он тратит своё время на бессмысленные занятия).</div></li><li><div><strong class=""spoiler"">Vertreiben</strong>&nbsp;имеет несколько значений, в том числе ""прогонять"", ""изгонять"", а также ""проводить время, отвлекаясь"". В контексте времени это слово часто используется для описания действий, направленных на то, чтобы скоротать время или отвлечься. Например: ""Wir vertreiben uns die Zeit mit Kartenspielen"" (Мы коротаем время, играя в карточные игры).</div></li></ul>"			verschwendet	haben verschwendet	verschwendete	Er verschwendet sein Geld für nutzlose Dinge.	Он тратит свои деньги на бесполезные вещи.	Wir sollten keine Zeit verschwenden.	Мы не должны тратить время попусту.			chatgpt
ohET+Fgk$J	Universal German word template	Viertel	"<ul><li>квартал</li><li>четверть</li>
</ul>"		"<ul><li>das – in Deutchland, in Österreich</li><li>der – in der Schweiz</li>
</ul>"	Viertel				Es ist Viertel vor acht.	Сейчас без четверти восемь.	Ich wohne im Viertel nebenan.	Я живу в соседнем квартале.	Kannst du ein Viertel Kilo Tomaten kaufen?	Можешь купить четверть килограмма помидоров?	A1 chatgpt
gfl(w19C*M	Universal German word template	verspäten	опаздывать				verspätet	haben verspätet	verspätete	Mein Zug hat sich verspätet, und ich werde etwa 20 Minuten später ankommen.	Мой поезд опаздывает, и я приеду примерно на 20 минут позже.					chatgpt
lS[||TcUSN	Universal German word template	vereinfachen	упростить, упрощать				vereinfacht	haben vereinfacht	vereinfachte	Wir sollten den Prozess vereinfachen, um Zeit zu sparen.	Мы должны упростить процесс, чтобы сэкономить время.	Diese Software kann komplexe Aufgaben erheblich vereinfachen.	Эта программа может значительно упростить выполнение сложных задач.	Die neue Richtlinie wird die Verwaltungsverfahren vereinfachen.	Новый регламент упростит административные процедуры.	chatgpt
k2}Eink<xl	Universal German word template	Veränderung	изменение							Die Veränderung des Klimas ist eine große Herausforderung für uns alle.	Изменение климата является большим вызовом для всех нас.	Wir müssen uns auf die Veränderungen in der Wirtschaft einstellen.	Мы должны настроиться на изменения в экономике.			chatgpt
g[/[_Ybj{6	Universal German word template	verabreden	<ul><li>устно договориться о встрече, месте встречи или совещании.</li><li>sich: принятие решения о совместной деятельности<br></li></ul>	Syn: vereinbaren, ausgehen			verabredet	haben verabredet	verabredete	Paula und Johann verabreden ein Treffen für die nächste Woche.	Пола и Иоганн договариваются о встрече на следующей неделе.	Die Kinder haben sich für den Nachmittag zum Spielen verabredet.	Дети договорились играть во второй половине дня.			
kjy5?Vscn`	Universal German word template	vergangen	прошедший, минувший							Die vergangenen Tage waren sehr anstrengend.	Прошедшие дни были очень утомительными.	Ich denke oft an die vergangenen Zeiten zurück.	Я часто вспоминаю минувшие времена.	Die Ausstellung zeigt Bilder aus vergangenen Jahrhunderten.	Выставка показывает картины из прошлых веков.	chatgpt
FdiIH{y:UV	Universal German word template	verzweifeln	отчаиваться	"<div>Глагол&nbsp;<strong>verzweifeln</strong>&nbsp;в немецком языке управляется предлогом&nbsp;<strong>an</strong>&nbsp;с дативом, когда речь идет о причине отчаяния. Например:&nbsp;Ich <strong class=""spoiler"">verzweifle an</strong> meiner Arbeit.&nbsp;(Я отчаиваюсь из-за своей работы.) Такое употребление подразумевает, что причина отчаяния или трудности заключается в чём-то конкретном.</div>"			verzweifelt	sein verzweifelt	verzweifelte	Er begann an seiner Entscheidung zu verzweifeln.	Он начал сомневаться в своем решении.	Die Menschen verzweifeln an der Ungerechtigkeit der Welt.	Люди отчаиваются из-за несправедливости в мире.	Du darfst nicht verzweifeln, egal wie schwer es wird.	Ты не должен отчаиваться, как бы тяжело ни было.	chatgpt
Mh6>cp^?jb	Universal German word template	Vorstand	правление, дирекция, управляющий совет, исполнительный орган		der	Vorstände				Er wurde in den Vorstand der Gesellschaft gewählt.	Он был избран в совет директоров компании.	Die Entscheidung muss noch vom Vorstand genehmigt werden.	Решение должно еще быть утверждено правлением.			chatgpt
rp1zw9R/$F	Universal German word template	verbrauchen	потреблять, использовать, тратить, расходовать	Syn: konsumieren			verbraucht	haben verbraucht	verbrauchte	Wie viel Benzin verbraucht dein Auto?	Сколько бензина расходует ваш автомобиль?					
G(:8c7@18m	Universal German word template	verzichten	отказываться, обходиться, жертвовать<br><ul></ul>	"Syn: aufgeben, unterlassen<br><br><ol><li><div><strong class=""spoiler"">Verzichten</strong>""Verzichten"" переводится как ""отказываться"". Оно чаще всего используется, чтобы выразить добровольный отказ от чего-либо, например, от какого-то объекта или действия. Пример:</div><ul><li>Ich verzichte auf Schokolade. (Я отказываюсь от шоколада.)</li></ul></li><li><div><strong class=""spoiler"">Aufgeben</strong>""Aufgeben"" обычно переводится как ""сдаваться"" или ""отказываться от чего-то"" в контексте усталости, невозможности продолжать или трудности. Это может относиться к действию, задаче или намерению. Пример:</div><ul><li>Ich gebe das Rätsel auf. (Я сдаюсь, не могу решить эту загадку.)</li></ul><div>Также ""aufgeben"" может использоваться в контексте отправления посылки:</div><ul><li>Ich gebe das Paket auf der Post auf. (Я отправляю посылку на почте.)</li></ul></li><li><div><strong class=""spoiler"">Unterlassen</strong>
""Unterlassen"" переводится как ""воздерживаться"" и используется, чтобы выразить прекращение действия или избегание чего-либо. Пример:</div><ul><li>Bitte unterlassen Sie das Rauchen. (Пожалуйста, воздержитесь от курения.)</li></ul></li></ol>"			verzichtet	haben verzichtet	verzichtete	Ich möchte abnehmen und verzichte deshalb auf Schokolade.	Я хочу похудеть и поэтому отказываюсь от шоколада.					chatgpt
uCZ8E6(B*r	Universal German word template	vereinheitlichen	унифицировать, стандартизировать, приводить к единому стандарту				vereinheitlicht	haben vereinheitlicht	vereinheitlichte	Die Regeln in allen Filialen wurden vereinheitlicht.	Правила во всех филиалах были унифицированы.					chatgpt
qjncguB|n]	Universal German word template	Vitalität	жизненная сила, жизненная энергия		die	Vitalitäten				Der ältere Herr beeindruckte alle mit seiner Vitalität.	Пожилой джентльмен произвел впечатление на всех своей жизненной энергией.	Ein gesunder Lebensstil ist entscheidend für die Erhaltung der Vitalität.	Здоровый образ жизни имеет решающее значение для поддержания жизненной силы.			chatgpt
h_f;]sJ44H	Universal German word template	vorübergehend	временно							Die Straße ist wegen Bauarbeiten vorübergehend gesperrt.	Улица временно перекрыта из-за строительных работ.					chatgpt
"j`:o(o#O#("	Universal German word template	Vorstellung	<ul><li>представление, презентация</li><li>впечатление</li></ul>							Die Vorstellung des neuen Produkts findet im Hauptsaal statt.	Презентация нового продукта пройдет в главном зале.	Ich hatte eine völlig andere Vorstellung von diesem Film.	У меня было совершенно иное представление об этом фильме.	Wie war Ihre erste Vorstellung von der Stadt?	Какое было ваше первое впечатление от города?	chatgpt
F]*SD2MjWF	Universal German word template	verlieren	"<ul><li>проиграть</li><li>терять<br></li>
</ul>"				verliert	haben verloren	verlor	Der Fußballverein verliert das Spiel.	Футбольный клуб проигрывает игру.	Ich verliere meinen Schlüssel.	Я теряю свой ключ.			chatgpt
Mkg1UuQ}BS	Universal German word template	vorsichtig	осторожный, предусмотрительный							Sei vorsichtig, wenn du die Straße überquerst.	Будь осторожен, когда переходишь улицу.	Er hat das Glas vorsichtig auf den Tisch gestellt.	Он аккуратно поставил стакан на стол.	Sie müssen vorsichtig sein, um keinen Fehler zu machen.	Вам нужно быть осторожными, чтобы не сделать ошибку.	chatgpt
v~P~qFE:`?	Universal German word template	verlangen	требовать	Todo synonyms			verlangt	haben verlangt	verlangte	Er verlangte eine Erklärung.	Он потребовал объяснения.	Diese Arbeit verlangt viel Geduld.	Эта работа требует много терпения. (Todo подходит ли слово?)	Sie verlangen einen höheren Lohn.	Они требуют более высокой зарплаты.	chatgpt
C2h/`PkW5i	Universal German word template	von mir aus	<ul><li>как по мне</li><li>как хотите, мне без разницы</li></ul>	"<ul><li><div><strong class=""spoiler"">egal</strong>&nbsp;— Это слово чаще всего используется для выражения безразличия к выбору или результату. Например: ""Es ist mir egal"" переводится как ""Мне все равно"". Это одно из самых универсальных и часто используемых выражений для указания на то, что человеку не важно, как разрешится какая-то ситуация.</div></li><li><div><strong class=""spoiler"">schnuppe</strong>&nbsp;— Это разговорное слово, также означающее равнодушие. Оно менее формально и часто используется в повседневной речи. Например, ""Das ist mir schnuppe"" переводится как ""Мне это совершенно безразлично"". Это слово добавляет нотку личной эмоциональной окраски, подчеркивая, что человек действительно не заботится о результатах.</div></li><li><div><strong class=""spoiler"">von mir aus</strong>&nbsp;— Это выражение означает согласие, но с некоторым безразличием или равнодушием к деталям или последствиям. По сути, это можно перевести как ""Как хочешь"". Это выражение часто используется, когда человек не против чего-то, но и не испытывает особого энтузиазма.</div></li><li><div><strong class=""spoiler"">gleichgültig</strong>&nbsp;— Это более формальное слово для описания безразличия или равнодушия. Оно может использоваться в более официальных или письменных контекстах. Например: ""Es ist mir gleichgültig"" означает ""Мне безразлично"". Это слово подчеркивает полное отсутствие интереса к ситуации или результату.</div></li></ul>"						Von mir aus, können wir ins Kino gehen.	Как по мне, мы можем пойти в кино.	Von mir aus, darfst du das benutzen.	Как по мне, ты можешь это использовать.			chatgpt
DshO<x3(PC	Universal German word template	verwittern	выветриваться, разрушаться	"<ul><li><div><strong class=""spoiler"">verwittern</strong>&nbsp;— Это слово означает ""источиться"" или ""разрушаться под воздействием атмосферных факторов"", часто используется для описания естественных процессов, таких как эрозия камней или металлов. Подразумевает медленное и постепенное разрушение под влиянием внешних природных факторов.</div></li><li><div><strong class=""spoiler"">brechen</strong>&nbsp;— Слово переводится как ""ломать"". Это может применяться в буквальном смысле, когда что-то физически разламывается на части, например, ветка дерева или кусок материала. Также слово может использоваться в переносном значении, например, об обрыве отношений или нарушении правил.</div></li><li><div><strong class=""spoiler"">zerstören</strong>&nbsp;— Это слово означает ""разрушать"". Оно имеет более сильное и агрессивное звучание по сравнению с&nbsp;<strong>brechen</strong>&nbsp;и&nbsp;<strong>verwittern</strong>&nbsp;и чаще всего применяется для описания полного уничтожения объекта или структуры, будь то здание, транспортное средство или другие объекты. Это слово подразумевает действие, приводящее к необратимым изменениям.</div></li></ul>"			verwittert	sein verwittert	verwitterte	Holzstrukturen müssen regelmäßig gepflegt werden, da sie sonst verwittern.	Деревянные конструкции нужно регулярно обслуживать, иначе они разрушатся.	Die Felsen verwittern im Laufe der Jahrhunderte.	Скалы разрушаются в течение веков.			chatgpt
F^x$Jjg@b0	Universal German word template	verantwortlich	ответственный	"<ul><li><strong class=""spoiler"">für (A)</strong> - означает ""за"", указывает на то, за что или за кого кто-то несет ответственность. Пример: Sie ist verantwortlich für das Projekt. - Она ответственна за проект.</li><li><strong class=""spoiler"">gegenüber (D)</strong> - означает ""по отношению к"", указывает на кого-то или что-то, к кому или к чему кто-то несет ответственность. Пример: Der Manager ist verantwortlich gegenüber seinen Mitarbeitern. - Менеджер несет ответственность перед своими сотрудниками.</li></ul>"						Er ist verantwortlich für das Projektmanagement.	Он ответственный за управление проектом.	Eltern sind verantwortlich gegenüber ihren Kindern für deren Erziehung und Wohlergehen.	Родители несут ответственность перед своими детьми за их воспитание и благополучие.			chatgpt
